Date,Hotel_Name,Location,Room_Type,Occupancy_Rate,Bookings,Cancellations,Average_Daily_Rate,Revenue_per_Room,Season,Day_of_Week,Customer_Segment,Booking_Channel,Promotion_Applied,Lead_Time_Days,No_Show,Food_And_Beverage_Revenue,Total_Revenue,Customer_Rating,Length_of_Stay,CheckIn_Rating,Room_Cleanliness_Rating,Spa_Used,Parking_Used,Loyalty_Member,Referral_Source,Complaints_Received,Early_CheckIn,Early_CheckIn,Late_CheckOut,Special_Requests,Customer_Tier,Event_Attendance,Room_Service_Orders,Avg_Response_Time_Min,MiniBar_Usage,InRoom_Dining,Total_Laundry_Cost,Hotel_Branch,Mobile_CheckIn_Used
8/25/2024,Mountain Stay,Los Angeles,Deluxe,54.55942738,104,9,174.24,95.06,Summer,Sunday,Group,Walk-in,Yes,6,No,67.19,162.25,3,4,3.8,4.1,Yes,Yes,No,OTA,2,No,No,No,3,Platinum,No,4,16.8,No,No,26.99,Airport,No
8/26/2024,Ocean View,Miami,Suite,49.70994571,168,29,131.48,65.36,Summer,Monday,Leisure,Phone,Yes,48,No,30.9,96.26,3.2,3,4.3,4.4,Yes,Yes,Yes,OTA,1,No,No,No,0,Platinum,No,5,10.7,No,Yes,49.33,Airport,No
8/27/2024,City Lodge,Seattle,Standard,47.16461221,192,24,171.48,80.88,Summer,Tuesday,Business,Walk-in,No,72,No,80.06,160.94,2.6,7,2.3,2.6,No,Yes,No,Social Media,1,No,No,No,3,Platinum,No,3,13.4,No,No,53.93,Downtown,Yes
8/28/2024,City Lodge,New York,Standard,86.69032562,154,19,133.53,115.76,Summer,Wednesday,Group,Agent,No,40,No,73.3,189.06,2.8,3,3.6,1.5,No,No,No,Friend,0,No,No,No,1,Gold,Yes,1,5.9,No,No,4.41,Suburban,Yes
8/29/2024,Ocean View,New York,Deluxe,60.56104909,145,17,93.11,56.39,Summer,Thursday,Corporate,Online,Yes,76,No,111.91,168.3,1.5,1,4.9,2.8,No,No,Yes,Google,1,No,No,No,0,Bronze,No,5,8.1,No,Yes,74.23,Downtown,No
8/30/2024,Grand Inn,Chicago,Standard,93.00591565,83,27,149.77,139.29,Summer,Friday,Business,Online,Yes,78,No,133.1,272.39,3.7,2,1,1.3,Yes,Yes,No,OTA,1,Yes,Yes,No,3,Gold,No,5,25,Yes,Yes,82.73,Suburban,Yes
8/31/2024,Sunset Resort,New York,Deluxe,61.96297805,21,23,135.89,84.2,Summer,Saturday,Leisure,Phone,No,53,No,195.67,279.87,2.7,4,2.5,3.8,Yes,Yes,Yes,Friend,0,No,No,No,2,Gold,No,0,12.4,Yes,No,45.63,Downtown,Yes
9/1/2024,Grand Inn,Miami,Deluxe,44.38963064,95,19,101.26,44.95,Autumn,Sunday,Business,Phone,Yes,68,No,145.68,190.63,4.3,1,3.7,4.1,Yes,No,No,Google,0,No,No,No,1,Gold,Yes,2,23.5,Yes,No,88.7,Suburban,No
9/2/2024,Grand Inn,Miami,Standard,53.2521334,140,28,155.74,82.93,Autumn,Monday,Corporate,Agent,Yes,26,No,128.75,211.68,1.8,1,1.5,5,No,Yes,No,Email,1,No,No,No,1,Gold,Yes,0,25.8,No,Yes,70.93,Downtown,Yes
9/3/2024,Grand Inn,New York,Suite,88.5371743,61,8,123.19,109.07,Autumn,Tuesday,Group,Phone,Yes,7,No,67.02,176.09,1.8,8,3.5,4.9,Yes,No,Yes,Email,1,No,No,No,0,Bronze,Yes,0,10.9,No,No,43.84,Suburban,No
9/4/2024,Mountain Stay,New York,Standard,67.66152733,73,14,242.78,164.27,Autumn,Wednesday,Group,Walk-in,No,31,No,6.9,171.17,3.6,7,2.4,2.5,No,Yes,No,OTA,0,No,No,No,3,Platinum,Yes,1,19.3,No,No,53.18,Downtown,No
9/5/2024,City Lodge,Chicago,Standard,61.77569055,94,3,106.07,65.53,Autumn,Thursday,Corporate,Agent,Yes,83,No,57.63,123.16,4.4,8,3.7,3.9,No,No,Yes,Friend,0,No,No,No,1,Gold,Yes,2,5.6,No,Yes,47.19,Airport,Yes
9/6/2024,Grand Inn,New York,Deluxe,72.40027339,35,7,113.61,82.25,Autumn,Friday,Group,Walk-in,Yes,63,No,153.69,235.94,2.9,4,2.8,1.4,No,No,Yes,Friend,1,Yes,Yes,No,0,Gold,No,5,15.4,No,No,85.21,Airport,No
9/7/2024,City Lodge,Chicago,Deluxe,77.52674104,37,8,176.09,136.52,Autumn,Saturday,Corporate,Online,No,9,No,41.05,177.57,3.9,6,1.9,4.4,Yes,No,Yes,Friend,1,Yes,Yes,No,3,Gold,Yes,3,6.9,No,No,73.99,Airport,No
9/8/2024,Ocean View,Chicago,Deluxe,86.76098224,109,12,146.01,126.68,Autumn,Sunday,Group,Walk-in,No,12,No,142.44,269.12,5,3,1.9,1.7,No,Yes,Yes,OTA,1,Yes,Yes,No,3,Platinum,No,1,8.2,Yes,No,65.28,Suburban,Yes
9/9/2024,Sunset Resort,New York,Deluxe,91.72748845,163,8,175.48,160.96,Autumn,Monday,Group,Online,No,62,Yes,115.96,276.92,5,8,3.3,3.6,No,No,Yes,Google,2,No,No,No,0,Gold,Yes,3,9.4,No,No,77.9,Airport,Yes
9/10/2024,Ocean View,Los Angeles,Suite,64.60347031,25,25,161.41,104.28,Autumn,Tuesday,Group,Walk-in,Yes,34,No,34.37,138.65,4,4,2.9,1.1,No,No,No,Google,0,No,No,No,4,Platinum,Yes,4,15,No,No,84.61,Beachside,Yes
9/11/2024,Ocean View,Los Angeles,Suite,50.10928471,127,3,132.53,66.41,Autumn,Wednesday,Leisure,Online,No,60,No,52.32,118.73,4,3,4.5,3.6,Yes,Yes,Yes,Email,0,No,No,No,0,Platinum,No,5,9.7,Yes,Yes,24.03,Downtown,Yes
9/12/2024,Mountain Stay,Chicago,Suite,63.79802258,194,16,108.63,69.3,Autumn,Thursday,Leisure,Phone,Yes,53,No,99.26,168.56,2,4,2,3.8,Yes,Yes,Yes,Email,0,Yes,Yes,No,0,Silver,Yes,4,14,No,No,43.76,Suburban,Yes
9/13/2024,Sunset Resort,New York,Deluxe,73.9042076,67,15,182.13,134.6,Autumn,Friday,Corporate,Walk-in,No,7,No,83.67,218.27,4.3,6,3.9,4.3,No,No,Yes,OTA,0,No,No,No,0,Silver,Yes,3,15.6,Yes,No,81.66,Suburban,Yes
9/14/2024,Ocean View,Los Angeles,Deluxe,55.54361611,61,14,111.35,61.85,Autumn,Saturday,Leisure,Online,Yes,28,No,155.71,217.56,2.6,7,2.7,1.9,Yes,Yes,Yes,OTA,0,Yes,Yes,No,0,Silver,Yes,1,13.1,Yes,No,16.85,Beachside,No
9/15/2024,Ocean View,New York,Deluxe,55.64273628,95,2,166.77,92.8,Autumn,Sunday,Corporate,Walk-in,No,40,No,146.88,239.68,4.8,7,3.2,1.3,No,No,Yes,OTA,1,No,No,No,3,Bronze,No,0,8.2,No,No,96.22,Airport,No
9/16/2024,Sunset Resort,New York,Suite,75.15681822,96,24,177.57,133.46,Autumn,Monday,Business,Agent,Yes,29,No,114.91,248.37,1.3,4,2,2.9,No,Yes,Yes,Google,0,No,No,Yes,4,Gold,No,0,17.1,Yes,Yes,17.57,Airport,Yes
9/17/2024,Sunset Resort,New York,Deluxe,69.27021473,151,19,146.19,101.27,Autumn,Tuesday,Business,Phone,Yes,85,No,164.45,265.72,2.7,8,1.6,1.4,Yes,No,No,Friend,0,No,No,No,0,Silver,Yes,1,11.4,Yes,Yes,99.9,Airport,No
9/18/2024,Ocean View,Seattle,Standard,70.49195493,149,4,140.88,99.31,Autumn,Wednesday,Leisure,Online,No,20,No,112.53,211.84,3.2,7,1.8,1.2,Yes,No,No,OTA,2,Yes,Yes,Yes,0,Silver,Yes,5,13.8,No,No,17.31,Suburban,Yes
9/19/2024,Sunset Resort,New York,Standard,58.62256998,78,22,120.49,70.63,Autumn,Thursday,Business,Agent,No,75,No,192.88,263.51,2.6,2,1.5,3.2,No,No,Yes,Email,1,No,No,Yes,3,Bronze,Yes,0,16.7,No,No,86.58,Suburban,Yes
9/20/2024,Ocean View,Seattle,Deluxe,66.54398929,174,4,163.88,109.05,Autumn,Friday,Business,Walk-in,Yes,10,No,43.44,152.49,1.8,8,4.9,1.6,Yes,Yes,No,Friend,0,No,No,Yes,3,Silver,No,3,7,No,No,61.39,Suburban,No
9/21/2024,Ocean View,Chicago,Standard,56.13650284,46,19,58.62,32.91,Autumn,Saturday,Group,Agent,No,1,No,142.83,175.74,3.4,9,2.4,2.4,Yes,No,Yes,Friend,0,Yes,Yes,Yes,1,Silver,No,4,8.9,Yes,Yes,64.17,Airport,No
9/22/2024,Mountain Stay,Los Angeles,Standard,83.35297617,98,14,171.47,142.93,Autumn,Sunday,Group,Walk-in,Yes,49,Yes,73.99,216.92,4,5,4.3,2.7,Yes,Yes,No,Email,0,No,No,No,0,Platinum,No,2,13,No,No,39.07,Suburban,No
9/23/2024,Grand Inn,Los Angeles,Suite,85.52874002,91,17,153.58,131.36,Autumn,Monday,Corporate,Phone,No,40,Yes,55.79,187.15,3.6,4,4.7,4.9,No,Yes,No,Friend,0,No,No,Yes,4,Silver,No,1,8.1,Yes,No,9.44,Suburban,No
9/24/2024,Ocean View,Los Angeles,Deluxe,42.30718207,26,14,143.32,60.63,Autumn,Tuesday,Business,Agent,No,65,No,36.08,96.71,1.9,4,3.9,2.6,No,Yes,Yes,Google,2,No,No,No,3,Bronze,Yes,5,13,Yes,Yes,78.37,Beachside,No
9/25/2024,City Lodge,Los Angeles,Deluxe,56.0573371,130,1,157.27,88.16,Autumn,Wednesday,Corporate,Phone,Yes,2,No,110.5,198.66,3.9,4,3.8,5,No,Yes,Yes,Social Media,2,No,No,No,0,Bronze,Yes,1,26.1,Yes,Yes,34.95,Downtown,Yes
9/26/2024,Grand Inn,Los Angeles,Suite,47.55206117,138,28,108.79,51.73,Autumn,Thursday,Corporate,Online,No,79,No,43.09,94.82,2,6,4.9,4.9,Yes,No,No,Google,0,Yes,Yes,No,4,Platinum,No,4,7.2,No,No,90.27,Suburban,No
9/27/2024,Grand Inn,Los Angeles,Standard,60.24964098,193,12,77.61,46.76,Autumn,Friday,Business,Walk-in,No,50,No,40.07,86.83,1.7,4,1.9,1.3,Yes,Yes,No,Google,0,No,No,No,4,Gold,No,2,16.5,No,Yes,51.24,Airport,Yes
9/28/2024,Grand Inn,Los Angeles,Standard,68.74843045,82,3,164.06,112.79,Autumn,Saturday,Leisure,Walk-in,Yes,67,No,198.11,310.9,3.8,7,1.8,4.4,Yes,No,No,Social Media,1,Yes,Yes,No,0,Silver,Yes,0,25.6,No,No,18.12,Beachside,Yes
9/29/2024,Mountain Stay,Chicago,Deluxe,48.2553217,143,9,189.5,91.44,Autumn,Sunday,Business,Phone,Yes,86,No,160.35,251.79,4.4,7,3.3,2.5,No,No,No,OTA,0,No,No,No,3,Platinum,Yes,2,15.6,No,No,6.63,Airport,Yes
9/30/2024,Ocean View,New York,Standard,56.1721028,31,12,97.82,54.95,Autumn,Monday,Group,Phone,No,83,No,149.66,204.61,2.9,5,1.5,3.1,Yes,No,No,Google,1,No,No,No,0,Bronze,Yes,5,16.6,No,No,34.92,Beachside,Yes
10/1/2024,Mountain Stay,Miami,Suite,54.94063942,160,9,118.43,65.07,Autumn,Tuesday,Business,Online,Yes,24,No,158.81,223.88,3.1,5,2,4.3,Yes,Yes,No,Social Media,1,No,No,No,3,Platinum,No,0,23.7,No,Yes,25.61,Beachside,Yes
10/2/2024,Ocean View,Seattle,Suite,73.10900994,62,28,172.57,126.16,Autumn,Wednesday,Leisure,Agent,No,29,No,193.78,319.94,2.2,8,2.7,1,No,Yes,No,Email,1,No,No,No,3,Platinum,No,5,17.4,No,No,89.91,Downtown,Yes
10/3/2024,Mountain Stay,Miami,Deluxe,71.04016506,36,8,160.77,114.21,Autumn,Thursday,Corporate,Walk-in,No,81,Yes,114.66,228.87,3,7,3,4.6,Yes,No,No,Friend,0,No,No,No,1,Gold,No,3,29,No,No,64.1,Suburban,Yes
10/4/2024,Mountain Stay,Miami,Suite,59.1739367,82,7,238.89,141.36,Autumn,Friday,Corporate,Walk-in,Yes,10,No,44.05,185.41,1.5,7,3.9,2.9,No,No,No,Google,0,Yes,Yes,No,2,Bronze,No,1,6.2,Yes,No,80.71,Airport,No
10/5/2024,City Lodge,New York,Suite,72.65231308,139,2,182.27,132.42,Autumn,Saturday,Group,Online,Yes,16,No,172.44,304.86,4.8,6,2.2,1.1,No,No,No,OTA,1,Yes,Yes,No,0,Platinum,No,4,23.2,No,No,58.45,Suburban,Yes
10/6/2024,Mountain Stay,New York,Deluxe,61.79979873,55,15,175.06,108.19,Autumn,Sunday,Group,Online,Yes,25,No,148.55,256.74,4.2,7,3.3,3.6,No,Yes,No,Google,0,Yes,Yes,No,2,Platinum,Yes,5,22.4,No,No,81.84,Suburban,No
10/7/2024,Sunset Resort,New York,Suite,65.92517335,27,13,127.09,83.78,Autumn,Monday,Group,Phone,Yes,22,No,82.86,166.64,3.7,7,1.7,3.8,Yes,Yes,No,Friend,1,Yes,Yes,Yes,3,Silver,No,0,11.7,Yes,Yes,91.03,Airport,Yes
10/8/2024,City Lodge,Los Angeles,Suite,95.10178135,88,8,165.74,157.62,Autumn,Tuesday,Corporate,Phone,Yes,55,No,94.71,252.33,3.2,2,3.8,1,Yes,Yes,No,Friend,0,No,No,No,1,Silver,No,5,23.7,Yes,No,71.39,Suburban,No
10/9/2024,Mountain Stay,Chicago,Suite,90.10691578,109,29,194.86,175.58,Autumn,Wednesday,Group,Agent,Yes,51,Yes,82.25,257.83,4.2,2,3.9,4,Yes,Yes,No,Social Media,1,Yes,Yes,Yes,0,Bronze,Yes,0,21.3,Yes,Yes,45.58,Beachside,No
10/10/2024,Grand Inn,Los Angeles,Standard,50.50628145,55,20,145.07,73.27,Autumn,Thursday,Business,Online,No,47,No,185.99,259.26,3,7,3.2,1.3,No,No,Yes,Email,1,Yes,Yes,No,3,Gold,No,1,15.4,No,No,96.66,Downtown,No
10/11/2024,Sunset Resort,Chicago,Deluxe,82.44598627,47,10,146.48,120.77,Autumn,Friday,Corporate,Agent,No,19,No,68.71,189.48,2.2,7,2.1,2.8,Yes,Yes,Yes,Social Media,1,Yes,Yes,Yes,0,Gold,Yes,1,23.7,No,No,41.34,Airport,No
10/12/2024,Sunset Resort,Chicago,Deluxe,82.17094832,137,2,154.24,126.74,Autumn,Saturday,Leisure,Online,Yes,1,No,192.7,319.44,1.6,7,3.4,3.5,No,Yes,No,Friend,1,No,No,No,2,Platinum,No,2,22.7,No,Yes,39.45,Downtown,No
10/13/2024,Sunset Resort,Miami,Deluxe,52.77605067,112,4,130.07,68.65,Autumn,Sunday,Corporate,Walk-in,No,87,No,182.05,250.7,3.6,5,2.2,4,No,No,No,Friend,0,No,No,Yes,4,Bronze,Yes,5,13,No,No,99.6,Suburban,Yes
10/14/2024,City Lodge,Miami,Standard,82.28166466,194,28,158.07,130.06,Autumn,Monday,Business,Online,No,30,No,126.1,256.16,4.7,1,4.6,4.3,Yes,No,No,Friend,0,Yes,Yes,Yes,3,Silver,No,0,21.5,No,Yes,83.49,Beachside,Yes
10/15/2024,Mountain Stay,Chicago,Standard,93.06897878,95,9,157.32,146.42,Autumn,Tuesday,Business,Online,No,26,No,115.96,262.38,1.6,2,2,2.6,Yes,No,No,Friend,0,Yes,Yes,No,3,Silver,Yes,4,7.6,Yes,No,16.88,Downtown,No
10/16/2024,Mountain Stay,Chicago,Deluxe,53.16182791,120,12,194.4,103.35,Autumn,Wednesday,Group,Walk-in,No,1,No,74.02,177.37,1.7,9,2.5,2,Yes,Yes,No,Social Media,0,Yes,Yes,No,4,Gold,No,1,24.3,No,No,63.87,Suburban,Yes
10/17/2024,Grand Inn,Los Angeles,Standard,56.23745768,177,3,144.32,81.16,Autumn,Thursday,Corporate,Online,Yes,77,No,3.67,84.83,2.7,8,2.5,1.7,Yes,Yes,Yes,Friend,1,No,No,Yes,3,Silver,No,1,11.2,No,Yes,97.07,Beachside,No
10/18/2024,Grand Inn,Los Angeles,Deluxe,85.264922,170,23,170.24,145.16,Autumn,Friday,Corporate,Agent,No,3,Yes,25.52,170.68,4.2,8,2.2,4.7,Yes,No,Yes,Social Media,0,No,No,No,0,Silver,No,1,24.2,Yes,No,52.49,Downtown,Yes
10/19/2024,Sunset Resort,Miami,Standard,74.07242966,163,12,145.21,107.56,Autumn,Saturday,Corporate,Phone,No,12,No,150.85,258.41,2.2,1,1.6,2.6,No,Yes,Yes,Email,0,No,No,No,4,Platinum,No,1,27.8,No,Yes,15.82,Downtown,No
10/20/2024,Grand Inn,New York,Suite,78.27214413,33,11,169.19,132.43,Autumn,Sunday,Leisure,Phone,Yes,34,Yes,94.31,226.74,2,6,4,1.1,Yes,Yes,No,OTA,0,No,No,No,2,Gold,Yes,5,20.9,Yes,No,96.09,Airport,Yes
10/21/2024,City Lodge,Chicago,Suite,75.10883825,90,4,142.5,107.03,Autumn,Monday,Group,Agent,Yes,71,No,29.97,137,3.5,9,2.4,5,No,No,No,OTA,0,No,No,No,4,Bronze,Yes,0,6.8,No,No,55.37,Beachside,Yes
10/22/2024,Mountain Stay,Los Angeles,Deluxe,75.86043881,199,9,167.2,126.84,Autumn,Tuesday,Business,Walk-in,Yes,65,No,52.79,179.63,3.1,8,3.4,1.4,No,No,No,Social Media,0,No,No,Yes,1,Silver,Yes,2,27.3,Yes,No,88.68,Airport,No
10/23/2024,Sunset Resort,Miami,Standard,50.10291808,143,27,171.85,86.1,Autumn,Wednesday,Business,Online,Yes,5,No,189.57,275.67,1.2,3,3.2,1.4,No,No,Yes,Google,0,Yes,Yes,No,4,Silver,No,5,29.4,No,Yes,32.09,Airport,Yes
10/24/2024,Grand Inn,Los Angeles,Standard,85.7097656,144,23,118,101.14,Autumn,Thursday,Group,Agent,No,30,No,73.43,174.57,1.3,4,1.1,1.6,Yes,Yes,Yes,Social Media,0,No,No,No,3,Platinum,No,3,7.5,No,No,96.63,Beachside,No
10/25/2024,City Lodge,Chicago,Suite,87.54384989,56,8,183.07,160.27,Autumn,Friday,Business,Phone,Yes,9,No,181.54,341.81,3.6,3,3.2,2.6,No,Yes,No,Email,1,No,No,No,2,Platinum,No,0,29.3,No,No,37.72,Airport,Yes
10/26/2024,City Lodge,Chicago,Suite,66.55913884,48,19,145.01,96.52,Autumn,Saturday,Business,Phone,No,20,No,60.93,157.45,2.9,6,1.2,1.7,No,No,Yes,Email,0,No,No,No,2,Silver,Yes,0,17.9,No,Yes,44.83,Airport,Yes
10/27/2024,Grand Inn,Seattle,Standard,69.34784575,162,6,135.91,94.25,Autumn,Sunday,Group,Agent,No,73,No,108.64,202.89,4.9,9,1.7,4.8,No,No,No,OTA,1,No,No,No,3,Bronze,Yes,5,18.6,Yes,Yes,77.15,Airport,No
10/28/2024,Mountain Stay,New York,Standard,47.03338746,194,1,128.7,60.53,Autumn,Monday,Business,Phone,Yes,22,No,4.1,64.63,3.7,8,4.7,4.7,Yes,No,No,OTA,1,No,No,No,0,Gold,Yes,4,27.8,No,No,99.88,Airport,Yes
10/29/2024,Grand Inn,Seattle,Standard,77.71382134,193,21,158.95,123.53,Autumn,Tuesday,Corporate,Agent,Yes,2,No,104.38,227.91,1,4,1.5,3.3,No,No,No,Friend,1,Yes,Yes,No,4,Gold,No,1,11.2,Yes,No,63.87,Airport,No
10/30/2024,Sunset Resort,Miami,Standard,78.58086163,199,23,149.86,117.76,Autumn,Wednesday,Leisure,Phone,Yes,31,No,127.39,245.15,2.9,2,1.2,2.6,Yes,Yes,Yes,Google,0,Yes,Yes,Yes,2,Silver,Yes,2,7.1,No,No,40.88,Downtown,Yes
10/31/2024,Grand Inn,Los Angeles,Standard,69.06713475,38,27,161.12,111.28,Autumn,Thursday,Group,Agent,Yes,19,No,46.86,158.14,2.7,8,1.2,3.1,Yes,Yes,Yes,Social Media,0,No,No,Yes,1,Silver,Yes,0,18.4,No,Yes,45.6,Beachside,No
11/1/2024,City Lodge,Miami,Standard,86.8653004,125,22,161.71,140.47,Autumn,Friday,Leisure,Online,Yes,73,Yes,115.79,256.26,1.4,8,2.4,1.7,Yes,Yes,No,Friend,1,No,No,No,2,Platinum,Yes,5,6.1,Yes,No,87.39,Airport,No
11/2/2024,Grand Inn,Chicago,Deluxe,64.98884154,40,6,168.26,109.35,Autumn,Saturday,Business,Online,Yes,28,No,129.43,238.78,4.7,6,1.6,4.9,No,Yes,Yes,Friend,0,No,No,Yes,1,Bronze,Yes,0,26.7,No,No,29.21,Suburban,Yes
11/3/2024,Mountain Stay,Seattle,Standard,78.46908889,83,7,233.29,183.06,Autumn,Sunday,Business,Online,No,51,No,137.38,320.44,4.2,8,2.3,3,No,Yes,No,Email,0,No,No,No,1,Silver,Yes,3,11.6,Yes,No,47.31,Suburban,Yes
11/4/2024,Ocean View,Seattle,Suite,54.70503492,184,6,151.19,82.71,Autumn,Monday,Corporate,Online,No,45,No,155.28,237.99,1.9,9,4,3.6,Yes,No,Yes,Google,0,No,No,No,0,Gold,Yes,3,21.1,No,No,32.6,Airport,No
11/5/2024,Grand Inn,Seattle,Deluxe,69.64671774,46,20,127.96,89.12,Autumn,Tuesday,Group,Phone,No,33,No,62.27,151.39,2,1,1.4,2.8,Yes,Yes,No,Friend,2,No,No,No,1,Silver,Yes,4,6.6,Yes,No,87.41,Suburban,Yes
11/6/2024,Mountain Stay,Miami,Standard,67.38468613,74,22,89.41,60.25,Autumn,Wednesday,Business,Walk-in,No,83,No,113.56,173.81,1.1,9,2.3,1.1,No,Yes,Yes,Friend,0,No,No,No,3,Silver,Yes,3,9.5,No,Yes,23.5,Downtown,Yes
11/7/2024,Mountain Stay,Chicago,Suite,73.37961883,48,28,114.14,83.76,Autumn,Thursday,Group,Agent,Yes,60,No,196.32,280.08,2.2,2,1.1,4.9,No,No,No,OTA,2,No,No,No,2,Platinum,No,4,14.3,Yes,No,36.45,Beachside,Yes
11/8/2024,City Lodge,Los Angeles,Deluxe,64.45709607,167,13,187.06,120.57,Autumn,Friday,Group,Walk-in,Yes,71,No,179.63,300.2,3.3,1,3.8,4.8,Yes,No,Yes,OTA,0,No,No,No,2,Platinum,Yes,4,24.5,No,Yes,58.06,Suburban,No
11/9/2024,Mountain Stay,Los Angeles,Suite,68.02791106,44,25,171.6,116.74,Autumn,Saturday,Group,Phone,No,70,No,190.53,307.27,2.7,8,1.5,1.3,No,Yes,Yes,Friend,0,No,No,No,3,Silver,Yes,2,19.8,No,Yes,96.56,Beachside,Yes
11/10/2024,Mountain Stay,Miami,Standard,82.39070757,89,18,109.5,90.22,Autumn,Sunday,Group,Phone,No,69,No,77.23,167.45,4.9,8,2.2,2.9,Yes,No,Yes,Google,0,No,No,No,3,Silver,Yes,1,29.6,No,Yes,0.29,Downtown,No
11/11/2024,Mountain Stay,Seattle,Standard,63.44853644,82,4,223.93,142.08,Autumn,Monday,Group,Walk-in,No,10,No,157.39,299.47,1.2,4,3.2,1.9,No,No,Yes,OTA,1,No,No,Yes,3,Bronze,No,3,7.8,Yes,No,20.43,Airport,Yes
11/12/2024,Mountain Stay,New York,Standard,45.90134349,183,22,159.8,73.35,Autumn,Tuesday,Leisure,Walk-in,Yes,81,Yes,123.98,197.33,3.4,8,3.6,3.6,No,Yes,Yes,OTA,0,No,No,Yes,2,Gold,No,5,9.7,No,No,82.94,Beachside,Yes
11/13/2024,Sunset Resort,Miami,Standard,96.24375856,149,24,163.81,157.66,Autumn,Wednesday,Corporate,Phone,Yes,88,No,16.55,174.21,4.4,7,1.1,5,No,Yes,No,Google,0,No,No,Yes,0,Bronze,No,2,23.6,Yes,No,39.26,Downtown,No
11/14/2024,Sunset Resort,Miami,Deluxe,90.72181118,169,17,217.33,197.17,Autumn,Thursday,Group,Phone,Yes,62,No,164.8,361.97,2.9,2,4.5,2.4,No,No,Yes,OTA,0,No,No,Yes,4,Platinum,Yes,4,21.8,Yes,No,66.55,Downtown,No
11/15/2024,City Lodge,Chicago,Deluxe,50.61605957,35,19,202.18,102.34,Autumn,Friday,Leisure,Agent,No,20,No,135.42,237.76,1,5,3.4,4.7,No,Yes,Yes,Email,1,No,No,Yes,0,Gold,No,5,25.4,Yes,No,96.65,Suburban,Yes
11/16/2024,Grand Inn,Los Angeles,Suite,80.34561708,165,11,173.43,139.34,Autumn,Saturday,Business,Online,No,2,No,39.78,179.12,2,4,3.9,2.8,Yes,No,Yes,Friend,0,No,No,No,0,Silver,No,5,13.1,Yes,Yes,40.82,Suburban,No
11/17/2024,Mountain Stay,Miami,Standard,62.45537844,119,22,174.88,109.22,Autumn,Sunday,Group,Online,Yes,81,No,15.95,125.17,2.3,3,3.2,4.4,No,Yes,Yes,OTA,1,No,No,No,1,Bronze,Yes,3,26.8,Yes,No,55.94,Beachside,No
11/18/2024,Grand Inn,Miami,Suite,73.95230823,49,16,177.68,131.4,Autumn,Monday,Business,Agent,Yes,87,No,167.4,298.8,4.9,1,5,4.5,No,No,No,Email,0,No,No,No,1,Platinum,Yes,2,27.1,No,No,3.75,Downtown,Yes
11/19/2024,Grand Inn,Seattle,Deluxe,74.41336194,64,12,142.77,106.24,Autumn,Tuesday,Group,Walk-in,No,9,No,15.78,122.02,4.6,5,1.9,3.8,No,Yes,Yes,OTA,1,No,No,No,2,Gold,No,3,24.8,No,Yes,49.5,Suburban,Yes
11/20/2024,City Lodge,Seattle,Standard,66.483883,38,1,158.6,105.44,Autumn,Wednesday,Leisure,Phone,No,26,No,18.27,123.71,4.8,8,2.5,3,No,No,No,OTA,1,Yes,Yes,No,0,Gold,Yes,0,9.1,Yes,No,18.66,Beachside,No
11/21/2024,Mountain Stay,New York,Standard,58.24351502,53,24,167.23,97.4,Autumn,Thursday,Leisure,Walk-in,Yes,11,No,85.48,182.88,4.3,9,3.8,3.7,Yes,No,No,OTA,1,No,No,Yes,0,Gold,Yes,1,24,Yes,Yes,56.34,Beachside,Yes
11/22/2024,Mountain Stay,Chicago,Deluxe,59.64188422,160,12,146.2,87.2,Autumn,Friday,Leisure,Online,No,6,No,26.96,114.16,2.4,7,2.9,4,Yes,No,No,Social Media,0,Yes,Yes,Yes,3,Platinum,No,0,23.2,No,Yes,37.54,Downtown,No
11/23/2024,Ocean View,New York,Deluxe,56.25712127,190,25,121.04,68.09,Autumn,Saturday,Corporate,Online,Yes,16,No,182.73,250.82,4.6,1,4,3.9,Yes,Yes,Yes,Social Media,0,No,No,No,4,Bronze,Yes,3,13.9,Yes,Yes,51.95,Airport,No
11/24/2024,Grand Inn,Seattle,Deluxe,57.52266688,81,6,142.02,81.69,Autumn,Sunday,Business,Walk-in,Yes,64,No,94.06,175.75,4.9,1,4.7,3.9,Yes,No,Yes,Google,1,No,No,Yes,1,Gold,No,5,28.6,Yes,No,58.26,Airport,No
11/25/2024,Grand Inn,Los Angeles,Deluxe,68.99232565,137,27,120.36,83.04,Autumn,Monday,Corporate,Online,No,63,No,113.83,196.87,2.4,1,3.1,4.8,No,Yes,Yes,OTA,0,No,No,No,2,Silver,Yes,4,15,No,No,81.94,Airport,Yes
11/26/2024,Sunset Resort,Seattle,Deluxe,59.26360016,119,9,151.93,90.04,Autumn,Tuesday,Group,Phone,No,25,No,185.62,275.66,2,2,1.4,1,Yes,No,Yes,Friend,1,No,No,No,1,Platinum,No,0,14.3,Yes,No,42.03,Suburban,Yes
11/27/2024,Ocean View,Chicago,Standard,80.23078099,41,22,96.59,77.49,Autumn,Wednesday,Business,Agent,No,14,No,106.05,183.54,3.2,1,4.2,1.4,No,No,No,Social Media,1,Yes,Yes,No,1,Bronze,No,2,10.3,No,Yes,1.64,Suburban,No
